Assays,Source,Gene,Tissue,Cell,Type of body mapping,,,,,,,,,,,,,,
TOX21_PGC_ERR_Antagonist,TOX21,ESRRA,kidney,PGC/ERR HEK293T,gene target,,,,,,,,,,,,,,
TOX21_PGC_ERR_viability,TOX21,NA,kidney,PGC/ERR HEK293T,viability,,,,,,,,,,,,,,
TOX21_PPARd_BLA_agonist_ch1,TOX21,NA,kidney,HEK293T,none,,,,,,,,,,,,,,
TOX21_PPARd_BLA_agonist_ch2,TOX21,NA,kidney,HEK293T,none,,,,,,,,,,,,,,
TOX21_PPARd_BLA_agonist_ratio,TOX21,PPARD,kidney,HEK293T,gene target,,,,,,,,,,,,,,
TOX21_PPARd_BLA_Agonist_viability,TOX21,NA,kidney,HEK293T,viability,,,,,,,,,,,,,,
TOX21_PPARd_BLA_Antagonist_ch1,TOX21,NA,kidney,HEK293T,none,,,,,,,,,,,,,,
TOX21_PPARd_BLA_Antagonist_ch2,TOX21,NA,kidney,HEK293T,none,,,,,,,,,,,,,,
TOX21_PPARd_BLA_antagonist_ratio,TOX21,PPARD,kidney,HEK293T,gene target,,,,,,,,,,,,,,
TOX21_PPARd_BLA_antagonist_viability,TOX21,NA,kidney,HEK293T,viability,,,,,,,,,,,,,,
TOX21_PPARg_BLA_Agonist_ch1,TOX21,NA,kidney,HEK293T,none,,,,,,,,,,,,,,
TOX21_PPARg_BLA_Agonist_ch2,TOX21,NA,kidney,HEK293T,none,,,,,,,,,,,,,,
TOX21_PPARg_BLA_Agonist_ratio,TOX21,PPARG,kidney,HEK293T,gene target,,,,,,,,,,,,,,
TOX21_PPARg_BLA_Antagonist_ch1,TOX21,NA,kidney,HEK293,none,,,,,,,,,,,,,,
TOX21_PPARg_BLA_Antagonist_ch2,TOX21,NA,kidney,HEK293,none,,,,,,,,,,,,,,
TOX21_PPARg_BLA_antagonist_ratio,TOX21,PPARG,kidney,HEK293,gene target,,,,,,,,,,,,,,
TOX21_PPARg_BLA_antagonist_viability,TOX21,NA,kidney,HEK293,viability,,,,,,,,,,,,,,
TOX21_RAR_LUC_Agonist,TOX21,RARA,embryo,C3H10T1/2,gene target,,,,,,,,,,,,,,
TOX21_RAR_LUC_Agonist_viability,TOX21,NA,embryo,C3H10T1/2,viability,,,,,,,,,,,,,,
TOX21_RAR_LUC_Antagonist,TOX21,RARA,embryo,C3H10T1/2,gene target,,,,,,,,,,,,,,
TOX21_RAR_LUC_Antagonist_viability,TOX21,NA,embryo,C3H10T1/2,viability,,,,,,,,,,,,,,
TOX21_RORg_LUC_CHO_Antagonist,TOX21,RORC,ovary,CHO-K1,gene target,,,,,,,,,,,,,,
TOX21_RORg_LUC_CHO_Antagonist_viability,TOX21,NA,ovary,CHO-K1,viability,,,,,,,,,,,,,,
TOX21_RT_HEK293_FLO_00hr_viability,TOX21,NA,kidney,HEK293,viability,,,,,,,,,,,,,,
TOX21_RT_HEK293_FLO_08hr_viability,TOX21,NA,kidney,HEK293,viability,,,,,,,,,,,,,,
TOX21_RT_HEK293_FLO_16hr_viability,TOX21,NA,kidney,HEK293,viability,,,,,,,,,,,,,,
TOX21_RT_HEK293_FLO_24hr_viability,TOX21,NA,kidney,HEK293,viability,,,,,,,,,,,,,,
TOX21_RT_HEK293_FLO_32hr_viability,TOX21,NA,kidney,HEK293,viability,,,,,,,,,,,,,,
TOX21_RT_HEK293_FLO_40hr_viability,TOX21,NA,kidney,HEK293,viability,,,,,,,,,,,,,,
TOX21_RT_HEK293_GLO_00hr_viability,TOX21,NA,kidney,HEK293,viability,,,,,,,,,,,,,,
TOX21_RT_HEK293_GLO_08hr_viability,TOX21,NA,kidney,HEK293,viability,,,,,,,,,,,,,,
TOX21_RT_HEK293_GLO_16hr_viability,TOX21,NA,kidney,HEK293,viability,,,,,,,,,,,,,,
TOX21_RT_HEK293_GLO_24hr_viability,TOX21,NA,kidney,HEK293,viability,,,,,,,,,,,,,,
TOX21_RT_HEK293_GLO_32hr_viability,TOX21,NA,kidney,HEK293,viability,,,,,,,,,,,,,,
TOX21_RT_HEK293_GLO_40hr_viability,TOX21,NA,kidney,HEK293,viability,,,,,,,,,,,,,,
TOX21_RT_HEPG2_FLO_00hr_ctrl_viability,TOX21,NA,liver,HepG2,viability,,,,,,,,,,,,,,
TOX21_RT_HEPG2_FLO_08hr_viability,TOX21,NA,liver,HepG2,viability,,,,,,,,,,,,,,
TOX21_RT_HEPG2_FLO_16hr_ctrl_viability,TOX21,NA,liver,HepG2,viability,,,,,,,,,,,,,,
TOX21_RT_HEPG2_FLO_24hr_viability,TOX21,NA,liver,HepG2,viability,,,,,,,,,,,,,,
TOX21_RT_HEPG2_FLO_32hr_ctrl_viability,TOX21,NA,liver,HepG2,viability,,,,,,,,,,,,,,
TOX21_RT_HEPG2_FLO_40hr_ctrl_viability,TOX21,NA,liver,HepG2,viability,,,,,,,,,,,,,,
TOX21_RT_HEPG2_GLO_00hr_ctrl_viability,TOX21,NA,liver,HepG2,viability,,,,,,,,,,,,,,
TOX21_RT_HEPG2_GLO_08hr_ctrl_viability,TOX21,NA,liver,HepG2,viability,,,,,,,,,,,,,,
TOX21_RT_HEPG2_GLO_16hr_ctrl_viability,TOX21,NA,liver,HepG2,viability,,,,,,,,,,,,,,
TOX21_RT_HEPG2_GLO_24hr_ctrl_viability,TOX21,NA,liver,HepG2,viability,,,,,,,,,,,,,,
TOX21_RT_HEPG2_GLO_32hr_ctrl_viability,TOX21,NA,liver,HepG2,viability,,,,,,,,,,,,,,
TOX21_RT_HEPG2_GLO_40hr_viability,TOX21,NA,liver,HepG2,viability,,,,,,,,,,,,,,
TOX21_RXR_BLA_Agonist_ch1,TOX21,NA,kidney,HEK293T,none,,,,,,,,,,,,,,
TOX21_RXR_BLA_Agonist_ch2,TOX21,NA,kidney,HEK293T,none,,,,,,,,,,,,,,
TOX21_RXR_BLA_Agonist_ratio,TOX21,RXRA,kidney,HEK293T,gene target,,,,,,,,,,,,,,
TOX21_RXR_BLA_Agonist_viability,TOX21,NA,kidney,HEK293T,viability,,,,,,,,,,,,,,
TOX21_SSH_3T3_GLI3_Agonist,TOX21,GLI3,embryo,NIH/3T3,gene target,,,,,,,,,,,,,,
TOX21_SSH_3T3_GLI3_Agonist_viability,TOX21,NA,embryo,NIH/3T3,viability,,,,,,,,,,,,,,
TOX21_SSH_3T3_GLI3_Antagonist,TOX21,GLI3,embryo,NIH/3T3,gene target,,,,,,,,,,,,,,
TOX21_SSH_3T3_GLI3_Antagonist_viability,TOX21,NA,embryo,NIH/3T3,viability,,,,,,,,,,,,,,
TOX21_TR_LUC_GH3_Agonist,TOX21,THRA|THRB|THRB|THRB |THRA,pituitary gland,GH3,gene target,,,,,,,,,,,,,,
TOX21_TR_LUC_GH3_Antagonist,TOX21,THRA|THRB|THRB|THRB |THRA,pituitary gland,GH3,gene target,,,,,,,,,,,,,,
TOX21_TR_LUC_GH3_Antagonist_viability,TOX21,NA,pituitary gland,GH3,viability,,,,,,,,,,,,,,
TOX21_TSHR_Agonist_ch2,TOX21,NA,kidney,HEK293T,none,,,,,,,,,,,,,,
TOX21_TSHR_Agonist_ratio,TOX21,TSHR,kidney,HEK293T,gene target,,,,,,,,,,,,,,
TOX21_TSHR_Antagonist_ch2,TOX21,NA,kidney,HEK293T,none,,,,,,,,,,,,,,
TOX21_TSHR_Antagonist_ratio,TOX21,TSHR,kidney,HEK293T,gene target,,,,,,,,,,,,,,
TOX21_TSHR_HTRF_Agonist_ch1,TOX21,NA,kidney,HEK293T,none,,,,,,,,,,,,,,
TOX21_TSHR_HTRF_Antagonist_ch1,TOX21,NA,kidney,HEK293T,none,,,,,,,,,,,,,,
TOX21_TSHR_wt_ch2,TOX21,NA,kidney,HEK293T,none,,,,,,,,,,,,,,
TOX21_TSHR_wt_HTRF_ch1,TOX21,NA,kidney,HEK293T,none,,,,,,,,,,,,,,
TOX21_TSHR_wt_ratio,TOX21,TSHR,kidney,HEK293T,gene target,,,,,,,,,,,,,,
TOX21_VDR_BLA_agonist_ch1,TOX21,NA,kidney,HEK293T,none,,,,,,,,,,,,,,
TOX21_VDR_BLA_agonist_ch2,TOX21,NA,kidney,HEK293T,none,,,,,,,,,,,,,,
TOX21_VDR_BLA_agonist_ratio,TOX21,CYP24A1|VDR,kidney,HEK293T,gene target,,,,,,,,,,,,,,
TOX21_VDR_BLA_Agonist_viability,TOX21,NA,kidney,HEK293T,viability,,,,,,,,,,,,,,
TOX21_VDR_BLA_Antagonist_ch1,TOX21,NA,kidney,HEK293T,none,,,,,,,,,,,,,,
TOX21_VDR_BLA_Antagonist_ch2,TOX21,NA,kidney,HEK293T,none,,,,,,,,,,,,,,
TOX21_VDR_BLA_antagonist_ratio,TOX21,CYP24A1|VDR,kidney,HEK293T,gene target,,,,,,,,,,,,,,
TOX21_VDR_BLA_antagonist_viability,TOX21,NA,kidney,HEK293T,viability,,,,,,,,,,,,,,
